Category,Sub-Category,Month,Millions of Dollars,Pipeline_exc_datetime
Alcoholic beverages,Wine,2005/08/01,26123,2023/08/30 08:26:00
Alcoholic beverages,Wine,2005/09/01,26389,2023/08/30 08:26:00
Alcoholic beverages,Wine,2005/10/01,26612,2023/08/30 08:26:00
Alcoholic beverages,Wine,2005/11/01,26760,2023/08/30 08:26:00
Alcoholic beverages,Wine,2005/12/01,26928,2023/08/30 08:26:00
Alcoholic beverages,Wine,2006/01/01,27177,2023/08/30 08:26:00
Alcoholic beverages,Wine,2006/02/01,27777,2023/08/30 08:26:00
Alcoholic beverages,Wine,2006/03/01,27375,2023/08/30 08:26:00
Alcoholic beverages,Wine,2006/04/01,27704,2023/08/30 08:26:00
Alcoholic beverages,Wine,2006/05/01,27875,2023/08/30 08:26:00
Alcoholic beverages,Wine,2006/06/01,27880,2023/08/30 08:26:00
Alcoholic beverages,Wine,2006/07/01,27961,2023/08/30 08:26:00
Alcoholic beverages,Wine,2006/08/01,28026,2023/08/30 08:26:00
Alcoholic beverages,Wine,2006/09/01,28098,2023/08/30 08:26:00
Alcoholic beverages,Wine,2006/10/01,28271,2023/08/30 08:26:00
Alcoholic beverages,Wine,2006/11/01,28465,2023/08/30 08:26:00
Alcoholic beverages,Wine,2006/12/01,28542,2023/08/30 08:26:00
Alcoholic beverages,Wine,2007/01/01,28618,2023/08/30 08:26:00
Alcoholic beverages,Wine,2007/02/01,28878,2023/08/30 08:26:00
Alcoholic beverages,Wine,2007/03/01,29030,2023/08/30 08:26:00
Alcoholic beverages,Wine,2007/04/01,28817,2023/08/30 08:26:00
Alcoholic beverages,Wine,2007/05/01,29333,2023/08/30 08:26:00
Alcoholic beverages,Wine,2007/06/01,29544,2023/08/30 08:26:00
Alcoholic beverages,Wine,2007/07/01,29503,2023/08/30 08:26:00
Alcoholic beverages,Wine,2007/08/01,29160,2023/08/30 08:26:00
Alcoholic beverages,Wine,2007/09/01,29276,2023/08/30 08:26:00
Alcoholic beverages,Wine,2007/10/01,29161,2023/08/30 08:26:00
Alcoholic beverages,Wine,2007/11/01,29323,2023/08/30 08:26:00
Alcoholic beverages,Wine,2007/12/01,29702,2023/08/30 08:26:00
Alcoholic beverages,Wine,2008/01/01,29535,2023/08/30 08:26:00
Alcoholic beverages,Wine,2008/02/01,29530,2023/08/30 08:26:00
Alcoholic beverages,Wine,2008/03/01,29650,2023/08/30 08:26:00
Alcoholic beverages,Wine,2008/04/01,29795,2023/08/30 08:26:00
Alcoholic beverages,Wine,2008/05/01,29995,2023/08/30 08:26:00
Alcoholic beverages,Wine,2008/06/01,30257,2023/08/30 08:26:00
Alcoholic beverages,Wine,2008/07/01,30494,2023/08/30 08:26:00
Alcoholic beverages,Wine,2008/08/01,30439,2023/08/30 08:26:00
Alcoholic beverages,Wine,2008/09/01,30343,2023/08/30 08:26:00
Alcoholic beverages,Wine,2008/10/01,30429,2023/08/30 08:26:00
Alcoholic beverages,Wine,2008/11/01,30451,2023/08/30 08:26:00
Alcoholic beverages,Wine,2008/12/01,30220,2023/08/30 08:26:00
Alcoholic beverages,Wine,2009/01/01,30672,2023/08/30 08:26:00
Alcoholic beverages,Wine,2009/02/01,30289,2023/08/30 08:26:00
Alcoholic beverages,Wine,2009/03/01,30341,2023/08/30 08:26:00
Alcoholic beverages,Wine,2009/04/01,30346,2023/08/30 08:26:00
Alcoholic beverages,Wine,2009/05/01,30575,2023/08/30 08:26:00
Alcoholic beverages,Wine,2009/06/01,30328,2023/08/30 08:26:00
Alcoholic beverages,Wine,2009/07/01,30454,2023/08/30 08:26:00
Alcoholic beverages,Wine,2009/08/01,30803,2023/08/30 08:26:00
Alcoholic beverages,Wine,2009/09/01,30956,2023/08/30 08:26:00
Alcoholic beverages,Wine,2009/10/01,31123,2023/08/30 08:26:00
Alcoholic beverages,Wine,2009/11/01,31141,2023/08/30 08:26:00
Alcoholic beverages,Wine,2009/12/01,31736,2023/08/30 08:26:00
Alcoholic beverages,Wine,2010/01/01,31638,2023/08/30 08:26:00
Alcoholic beverages,Wine,2010/02/01,32186,2023/08/30 08:26:00
Alcoholic beverages,Wine,2010/03/01,32190,2023/08/30 08:26:00
Alcoholic beverages,Wine,2010/04/01,32365,2023/08/30 08:26:00
Alcoholic beverages,Wine,2010/05/01,32182,2023/08/30 08:26:00
Alcoholic beverages,Wine,2010/06/01,32312,2023/08/30 08:26:00
Alcoholic beverages,Wine,2010/07/01,32091,2023/08/30 08:26:00
Alcoholic beverages,Wine,2010/08/01,32685,2023/08/30 08:26:00
Alcoholic beverages,Wine,2010/09/01,32757,2023/08/30 08:26:00
Alcoholic beverages,Wine,2010/10/01,32928,2023/08/30 08:26:00
Alcoholic beverages,Wine,2010/11/01,33015,2023/08/30 08:26:00
Alcoholic beverages,Wine,2010/12/01,32699,2023/08/30 08:26:00
Alcoholic beverages,Wine,2011/01/01,33048,2023/08/30 08:26:00
Alcoholic beverages,Wine,2011/02/01,33401,2023/08/30 08:26:00
Alcoholic beverages,Wine,2011/03/01,33299,2023/08/30 08:26:00
Alcoholic beverages,Wine,2011/04/01,33446,2023/08/30 08:26:00
Alcoholic beverages,Wine,2011/05/01,33393,2023/08/30 08:26:00
Alcoholic beverages,Wine,2011/06/01,33754,2023/08/30 08:26:00
Alcoholic beverages,Wine,2011/07/01,33827,2023/08/30 08:26:00
Alcoholic beverages,Wine,2011/08/01,33967,2023/08/30 08:26:00
Alcoholic beverages,Wine,2011/09/01,34249,2023/08/30 08:26:00
Alcoholic beverages,Wine,2011/10/01,34379,2023/08/30 08:26:00
Alcoholic beverages,Wine,2011/11/01,34613,2023/08/30 08:26:00
Alcoholic beverages,Wine,2011/12/01,34171,2023/08/30 08:26:00
Alcoholic beverages,Wine,2012/01/01,35011,2023/08/30 08:26:00
Alcoholic beverages,Wine,2012/02/01,35210,2023/08/30 08:26:00
Alcoholic beverages,Wine,2012/03/01,35512,2023/08/30 08:26:00
Alcoholic beverages,Wine,2012/04/01,35691,2023/08/30 08:26:00
Alcoholic beverages,Wine,2012/05/01,35906,2023/08/30 08:26:00
Alcoholic beverages,Wine,2012/06/01,35849,2023/08/30 08:26:00
Alcoholic beverages,Wine,2012/07/01,35602,2023/08/30 08:26:00
Alcoholic beverages,Wine,2012/08/01,35321,2023/08/30 08:26:00
Alcoholic beverages,Wine,2012/09/01,35625,2023/08/30 08:26:00
Alcoholic beverages,Wine,2012/10/01,35755,2023/08/30 08:26:00
Alcoholic beverages,Wine,2012/11/01,35766,2023/08/30 08:26:00
Alcoholic beverages,Wine,2012/12/01,35924,2023/08/30 08:26:00
Alcoholic beverages,Wine,2013/01/01,35789,2023/08/30 08:26:00
Alcoholic beverages,Wine,2013/02/01,36064,2023/08/30 08:26:00
Alcoholic beverages,Wine,2013/03/01,35870,2023/08/30 08:26:00
Alcoholic beverages,Wine,2013/04/01,35617,2023/08/30 08:26:00
Alcoholic beverages,Wine,2013/05/01,35836,2023/08/30 08:26:00
Alcoholic beverages,Wine,2013/06/01,35676,2023/08/30 08:26:00
Alcoholic beverages,Wine,2013/07/01,36070,2023/08/30 08:26:00
Alcoholic beverages,Wine,2013/08/01,36201,2023/08/30 08:26:00
Alcoholic beverages,Wine,2013/09/01,36365,2023/08/30 08:26:00
Alcoholic beverages,Wine,2013/10/01,36233,2023/08/30 08:26:00
Alcoholic beverages,Wine,2013/11/01,36545,2023/08/30 08:26:00
Alcoholic beverages,Wine,2013/12/01,36768,2023/08/30 08:26:00
Alcoholic beverages,Wine,2014/01/01,36877,2023/08/30 08:26:00
Alcoholic beverages,Wine,2014/02/01,36793,2023/08/30 08:26:00
Alcoholic beverages,Wine,2014/03/01,36877,2023/08/30 08:26:00
Alcoholic beverages,Wine,2014/04/01,37173,2023/08/30 08:26:00
Alcoholic beverages,Wine,2014/05/01,37211,2023/08/30 08:26:00
Alcoholic beverages,Wine,2014/06/01,37897,2023/08/30 08:26:00
Alcoholic beverages,Wine,2014/07/01,37792,2023/08/30 08:26:00
Alcoholic beverages,Wine,2014/08/01,38012,2023/08/30 08:26:00
Alcoholic beverages,Wine,2014/09/01,37993,2023/08/30 08:26:00
Alcoholic beverages,Wine,2014/10/01,38349,2023/08/30 08:26:00
Alcoholic beverages,Wine,2014/11/01,38192,2023/08/30 08:26:00
Alcoholic beverages,Wine,2014/12/01,38547,2023/08/30 08:26:00
Alcoholic beverages,Wine,2015/01/01,38621,2023/08/30 08:26:00
Alcoholic beverages,Wine,2015/02/01,38814,2023/08/30 08:26:00
Alcoholic beverages,Wine,2015/03/01,39266,2023/08/30 08:26:00
Alcoholic beverages,Wine,2015/04/01,39007,2023/08/30 08:26:00
Alcoholic beverages,Wine,2015/05/01,39252,2023/08/30 08:26:00
Alcoholic beverages,Wine,2015/06/01,39429,2023/08/30 08:26:00
Alcoholic beverages,Wine,2015/07/01,39732,2023/08/30 08:26:00
Alcoholic beverages,Wine,2015/08/01,39761,2023/08/30 08:26:00
Alcoholic beverages,Wine,2015/09/01,39827,2023/08/30 08:26:00
Alcoholic beverages,Wine,2015/10/01,39609,2023/08/30 08:26:00
Alcoholic beverages,Wine,2015/11/01,39946,2023/08/30 08:26:00
Alcoholic beverages,Wine,2015/12/01,40352,2023/08/30 08:26:00
Alcoholic beverages,Wine,2016/01/01,40119,2023/08/30 08:26:00
Alcoholic beverages,Wine,2016/02/01,40850,2023/08/30 08:26:00
Alcoholic beverages,Wine,2016/03/01,40526,2023/08/30 08:26:00
Alcoholic beverages,Wine,2016/04/01,40970,2023/08/30 08:26:00
Alcoholic beverages,Wine,2016/05/01,41269,2023/08/30 08:26:00
Alcoholic beverages,Wine,2016/06/01,41650,2023/08/30 08:26:00
Alcoholic beverages,Wine,2016/07/01,41714,2023/08/30 08:26:00
Alcoholic beverages,Wine,2016/08/01,41735,2023/08/30 08:26:00
Alcoholic beverages,Wine,2016/09/01,42113,2023/08/30 08:26:00
Alcoholic beverages,Wine,2016/10/01,42054,2023/08/30 08:26:00
Alcoholic beverages,Wine,2016/11/01,42235,2023/08/30 08:26:00
Alcoholic beverages,Wine,2016/12/01,41591,2023/08/30 08:26:00
Alcoholic beverages,Wine,2017/01/01,42242,2023/08/30 08:26:00
Alcoholic beverages,Wine,2017/02/01,42231,2023/08/30 08:26:00
Alcoholic beverages,Wine,2017/03/01,42447,2023/08/30 08:26:00
Alcoholic beverages,Wine,2017/04/01,42904,2023/08/30 08:26:00
Alcoholic beverages,Wine,2017/05/01,42885,2023/08/30 08:26:00
Alcoholic beverages,Wine,2017/06/01,42976,2023/08/30 08:26:00
Alcoholic beverages,Wine,2017/07/01,42965,2023/08/30 08:26:00
Alcoholic beverages,Wine,2017/08/01,43308,2023/08/30 08:26:00
Alcoholic beverages,Wine,2017/09/01,43504,2023/08/30 08:26:00
Alcoholic beverages,Wine,2017/10/01,43906,2023/08/30 08:26:00
Alcoholic beverages,Wine,2017/11/01,43985,2023/08/30 08:26:00
Alcoholic beverages,Wine,2017/12/01,44105,2023/08/30 08:26:00
Alcoholic beverages,Wine,2018/01/01,44487,2023/08/30 08:26:00
Alcoholic beverages,Wine,2018/02/01,44380,2023/08/30 08:26:00
Alcoholic beverages,Wine,2018/03/01,44698,2023/08/30 08:26:00
Alcoholic beverages,Wine,2018/04/01,44755,2023/08/30 08:26:00
Alcoholic beverages,Wine,2018/05/01,45043,2023/08/30 08:26:00
Alcoholic beverages,Wine,2018/06/01,44799,2023/08/30 08:26:00
Alcoholic beverages,Wine,2018/07/01,45000,2023/08/30 08:26:00
Alcoholic beverages,Wine,2018/08/01,44970,2023/08/30 08:26:00
Alcoholic beverages,Wine,2018/09/01,45086,2023/08/30 08:26:00
Alcoholic beverages,Wine,2018/10/01,45222,2023/08/30 08:26:00
Alcoholic beverages,Wine,2018/11/01,45548,2023/08/30 08:26:00
Alcoholic beverages,Wine,2018/12/01,45011,2023/08/30 08:26:00
Alcoholic beverages,Wine,2019/01/01,45533,2023/08/30 08:26:00
Alcoholic beverages,Wine,2019/02/01,45179,2023/08/30 08:26:00
Alcoholic beverages,Wine,2019/03/01,45648,2023/08/30 08:26:00
Alcoholic beverages,Wine,2019/04/01,45702,2023/08/30 08:26:00
Alcoholic beverages,Wine,2019/05/01,45869,2023/08/30 08:26:00
Alcoholic beverages,Wine,2019/06/01,46212,2023/08/30 08:26:00
Alcoholic beverages,Wine,2019/07/01,46551,2023/08/30 08:26:00
Alcoholic beverages,Wine,2019/08/01,46674,2023/08/30 08:26:00
Alcoholic beverages,Wine,2019/09/01,46336,2023/08/30 08:26:00
Alcoholic beverages,Wine,2019/10/01,46393,2023/08/30 08:26:00
Alcoholic beverages,Wine,2019/11/01,46575,2023/08/30 08:26:00
Alcoholic beverages,Wine,2019/12/01,46466,2023/08/30 08:26:00
Alcoholic beverages,Spirits,2020/01/01,33527,2023/08/30 08:26:00
Alcoholic beverages,Wine,2020/01/01,47112,2023/08/30 08:26:00
Alcoholic beverages,Beer,2020/01/01,69043,2023/08/30 08:26:00
Alcoholic beverages,Spirits,2020/02/01,33707,2023/08/30 08:26:00
Alcoholic beverages,Wine,2020/02/01,47294,2023/08/30 08:26:00
Alcoholic beverages,Beer,2020/02/01,69268,2023/08/30 08:26:00
Alcoholic beverages,Spirits,2020/03/01,39424,2023/08/30 08:26:00
Alcoholic beverages,Wine,2020/03/01,56343,2023/08/30 08:26:00
Alcoholic beverages,Beer,2020/03/01,82503,2023/08/30 08:26:00
Alcoholic beverages,Spirits,2020/04/01,35907,2023/08/30 08:26:00
Alcoholic beverages,Wine,2020/04/01,50730,2023/08/30 08:26:00
Alcoholic beverages,Beer,2020/04/01,73851,2023/08/30 08:26:00
Alcoholic beverages,Spirits,2020/05/01,38771,2023/08/30 08:26:00
Alcoholic beverages,Wine,2020/05/01,54013,2023/08/30 08:26:00
Alcoholic beverages,Beer,2020/05/01,78164,2023/08/30 08:26:00
Alcoholic beverages,Spirits,2020/06/01,39005,2023/08/30 08:26:00
Alcoholic beverages,Wine,2020/06/01,54173,2023/08/30 08:26:00
Alcoholic beverages,Beer,2020/06/01,78399,2023/08/30 08:26:00
Alcoholic beverages,Spirits,2020/07/01,38897,2023/08/30 08:26:00
Alcoholic beverages,Wine,2020/07/01,54151,2023/08/30 08:26:00
Alcoholic beverages,Beer,2020/07/01,78510,2023/08/30 08:26:00
Alcoholic beverages,Spirits,2020/08/01,39341,2023/08/30 08:26:00
Alcoholic beverages,Wine,2020/08/01,54416,2023/08/30 08:26:00
Alcoholic beverages,Beer,2020/08/01,78675,2023/08/30 08:26:00
Alcoholic beverages,Spirits,2020/09/01,39164,2023/08/30 08:26:00
Alcoholic beverages,Wine,2020/09/01,54261,2023/08/30 08:26:00
Alcoholic beverages,Beer,2020/09/01,78580,2023/08/30 08:26:00
Alcoholic beverages,Spirits,2020/10/01,38514,2023/08/30 08:26:00
Alcoholic beverages,Wine,2020/10/01,53495,2023/08/30 08:26:00
Alcoholic beverages,Beer,2020/10/01,77572,2023/08/30 08:26:00
Alcoholic beverages,Spirits,2020/11/01,38893,2023/08/30 08:26:00
Alcoholic beverages,Wine,2020/11/01,54079,2023/08/30 08:26:00
Alcoholic beverages,Beer,2020/11/01,78407,2023/08/30 08:26:00
Alcoholic beverages,Spirits,2020/12/01,37987,2023/08/30 08:26:00
Alcoholic beverages,Wine,2020/12/01,52940,2023/08/30 08:26:00
Alcoholic beverages,Beer,2020/12/01,76988,2023/08/30 08:26:00
Alcoholic beverages,Spirits,2021/01/01,39325,2023/08/30 08:26:00
Alcoholic beverages,Wine,2021/01/01,54832,2023/08/30 08:26:00
Alcoholic beverages,Beer,2021/01/01,79753,2023/08/30 08:26:00
