Category,Sub-Category,Month,Millions of Dollars,Pipeline_exc_datetime
Cereals and bakery products,Cereals,1990/11/01,20052,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1990/12/01,19911,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1959/01/01,6146,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1959/02/01,6100,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1959/03/01,6000,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1959/04/01,6005,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1959/05/01,6117,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1959/06/01,6142,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1959/07/01,6106,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1959/08/01,6110,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1959/09/01,6152,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1959/10/01,6154,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1959/11/01,6089,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1959/12/01,6200,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1960/01/01,6093,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1960/02/01,6034,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1960/03/01,6190,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1960/04/01,6274,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1960/05/01,6198,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1960/06/01,6167,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1960/07/01,6206,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1960/08/01,6118,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1960/09/01,6075,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1960/10/01,6116,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1960/11/01,6230,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1960/12/01,6099,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1961/01/01,6170,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1961/02/01,6193,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1961/03/01,6200,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1961/04/01,6207,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1961/05/01,6168,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1961/06/01,6160,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1961/07/01,6060,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1961/08/01,6143,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1961/09/01,6153,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1961/10/01,6099,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1961/11/01,6068,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1961/12/01,6131,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1962/01/01,6077,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1962/02/01,6145,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1962/03/01,6156,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1962/04/01,6116,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1962/05/01,6153,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1962/06/01,6125,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1962/07/01,6115,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1962/08/01,6163,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1962/09/01,6263,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1962/10/01,6184,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1962/11/01,6175,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1962/12/01,6141,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1963/01/01,6215,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1963/02/01,6180,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1963/03/01,6196,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1963/04/01,6159,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1963/05/01,6197,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1963/06/01,6243,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1963/07/01,6304,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1963/08/01,6342,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1963/09/01,6204,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1963/10/01,6247,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1963/11/01,6312,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1963/12/01,6270,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1964/01/01,6354,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1964/02/01,6364,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1964/03/01,6427,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1964/04/01,6424,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1964/05/01,6501,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1964/06/01,6517,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1964/07/01,6593,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1964/08/01,6614,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1964/09/01,6588,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1964/10/01,6582,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1964/11/01,6520,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1964/12/01,6752,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1965/01/01,6644,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1965/02/01,6708,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1965/03/01,6639,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1965/04/01,6743,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1965/05/01,6774,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1965/06/01,6837,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1965/07/01,6920,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1965/08/01,6930,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1965/09/01,6840,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1965/10/01,7209,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1965/11/01,7075,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1965/12/01,7228,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1966/01/01,7182,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1966/02/01,7290,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1966/03/01,7348,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1966/04/01,7389,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1966/05/01,7324,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1966/06/01,7303,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1966/07/01,7404,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1966/08/01,7316,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1966/09/01,7345,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1966/10/01,7263,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1966/11/01,7323,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1966/12/01,7282,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1967/01/01,7331,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1967/02/01,7312,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1967/03/01,7324,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1967/04/01,7328,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1967/05/01,7267,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1967/06/01,7325,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1967/07/01,7249,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1967/08/01,7343,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1967/09/01,7373,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1967/10/01,7328,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1967/11/01,7362,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1967/12/01,7525,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1968/01/01,7452,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1968/02/01,7478,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1968/03/01,7664,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1968/04/01,7628,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1968/05/01,7674,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1968/06/01,7807,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1968/07/01,7849,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1968/08/01,7897,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1968/09/01,7818,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1968/10/01,7842,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1968/11/01,8015,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1968/12/01,7900,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1969/01/01,7979,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1969/02/01,8065,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1969/03/01,8050,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1969/04/01,8032,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1969/05/01,8194,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1969/06/01,8070,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1969/07/01,8135,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1969/08/01,8217,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1969/09/01,8139,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1969/10/01,8275,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1969/11/01,8245,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1969/12/01,8247,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1970/01/01,8378,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1970/02/01,8274,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1970/03/01,8255,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1970/04/01,8129,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1970/05/01,8185,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1970/06/01,8213,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1970/07/01,8157,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1970/08/01,8220,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1970/09/01,8378,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1970/10/01,8334,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1970/11/01,8471,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1970/12/01,8726,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1971/01/01,8601,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1971/02/01,8688,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1971/03/01,8720,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1971/04/01,8939,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1971/05/01,9015,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1971/06/01,9119,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1971/07/01,9159,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1971/08/01,9183,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1971/09/01,9216,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1971/10/01,9308,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1971/11/01,9364,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1971/12/01,9486,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1972/01/01,9295,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1972/02/01,9594,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1972/03/01,9763,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1972/04/01,9885,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1972/05/01,10005,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1972/06/01,9997,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1972/07/01,10025,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1972/08/01,10059,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1972/09/01,10142,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1972/10/01,10224,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1972/11/01,10185,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1972/12/01,10169,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1973/01/01,10189,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1973/02/01,10150,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1973/03/01,10147,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1973/04/01,10175,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1973/05/01,10162,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1973/06/01,10268,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1973/07/01,10706,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1973/08/01,10565,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1973/09/01,10725,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1973/10/01,10773,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1973/11/01,10963,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1973/12/01,11219,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1974/01/01,11487,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1974/02/01,11786,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1974/03/01,11906,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1974/04/01,11987,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1974/05/01,12166,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1974/06/01,12393,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1974/07/01,12645,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1974/08/01,13100,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1974/09/01,13256,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1974/10/01,13404,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1974/11/01,13651,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1974/12/01,13468,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1975/01/01,13700,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1975/02/01,13787,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1975/03/01,13962,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1975/04/01,13867,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1975/05/01,14296,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1975/06/01,14373,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1975/07/01,14656,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1975/08/01,14723,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1975/09/01,14713,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1975/10/01,14676,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1975/11/01,14773,2023/08/30 08:26:00
Cereals and bakery products,Bakery products,1975/12/01,14772,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1959/01/01,1567,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1959/02/01,1543,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1959/03/01,1511,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1959/04/01,1510,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1959/05/01,1540,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1959/06/01,1550,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1959/07/01,1550,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1959/08/01,1563,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1959/09/01,1587,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1959/10/01,1603,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1959/11/01,1604,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1959/12/01,1652,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1960/01/01,1641,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1960/02/01,1643,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1960/03/01,1705,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1960/04/01,1748,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1960/05/01,1747,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1960/06/01,1759,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1960/07/01,1788,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1960/08/01,1781,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1960/09/01,1784,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1960/10/01,1810,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1960/11/01,1855,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1960/12/01,1823,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1961/01/01,1852,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1961/02/01,1869,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1961/03/01,1879,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1961/04/01,1886,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1961/05/01,1878,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1961/06/01,1877,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1961/07/01,1846,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1961/08/01,1869,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1961/09/01,1868,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1961/10/01,1847,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1961/11/01,1831,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1961/12/01,1842,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1962/01/01,1815,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1962/02/01,1824,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1962/03/01,1817,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1962/04/01,1795,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1962/05/01,1797,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1962/06/01,1781,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1962/07/01,1771,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1962/08/01,1780,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1962/09/01,1804,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1962/10/01,1779,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1962/11/01,1775,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1962/12/01,1766,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1963/01/01,1788,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1963/02/01,1776,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1963/03/01,1781,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1963/04/01,1773,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1963/05/01,1787,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1963/06/01,1803,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1963/07/01,1828,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1963/08/01,1845,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1963/09/01,1811,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1963/10/01,1831,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1963/11/01,1857,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1963/12/01,1852,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1964/01/01,1886,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1964/02/01,1901,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1964/03/01,1930,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1964/04/01,1938,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1964/05/01,1968,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1964/06/01,1978,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1964/07/01,2003,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1964/08/01,2011,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1964/09/01,2002,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1964/10/01,1998,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1964/11/01,1975,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1964/12/01,2038,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1965/01/01,1995,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1965/02/01,2001,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1965/03/01,1970,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1965/04/01,1991,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1965/05/01,1992,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1965/06/01,2004,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1965/07/01,2025,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1965/08/01,2025,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1965/09/01,1998,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1965/10/01,2107,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1965/11/01,2071,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1965/12/01,2121,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1966/01/01,2117,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1966/02/01,2159,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1966/03/01,2186,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1966/04/01,2207,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1966/05/01,2195,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1966/06/01,2193,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1966/07/01,2229,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1966/08/01,2205,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1966/09/01,2215,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1966/10/01,2190,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1966/11/01,2206,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1966/12/01,2190,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1967/01/01,2197,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1967/02/01,2183,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1967/03/01,2179,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1967/04/01,2174,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1967/05/01,2151,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1967/06/01,2167,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1967/07/01,2140,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1967/08/01,2166,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1967/09/01,2175,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1967/10/01,2164,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1967/11/01,2176,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1967/12/01,2228,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1968/01/01,2211,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1968/02/01,2223,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1968/03/01,2283,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1968/04/01,2278,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1968/05/01,2297,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1968/06/01,2343,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1968/07/01,2361,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1968/08/01,2380,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1968/09/01,2361,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1968/10/01,2373,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1968/11/01,2429,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1968/12/01,2397,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1969/01/01,2412,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1969/02/01,2424,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1969/03/01,2413,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1969/04/01,2406,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1969/05/01,2458,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1969/06/01,2431,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1969/07/01,2461,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1969/08/01,2502,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1969/09/01,2498,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1969/10/01,2562,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1969/11/01,2577,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1969/12/01,2604,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1970/01/01,2667,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1970/02/01,2655,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1970/03/01,2673,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1970/04/01,2659,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1970/05/01,2705,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1970/06/01,2745,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1970/07/01,2757,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1970/08/01,2808,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1970/09/01,2891,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1970/10/01,2902,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1970/11/01,2973,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1970/12/01,3082,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1971/01/01,3055,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1971/02/01,3103,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1971/03/01,3130,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1971/04/01,3222,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1971/05/01,3262,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1971/06/01,3311,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1971/07/01,3331,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1971/08/01,3345,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1971/09/01,3360,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1971/10/01,3394,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1971/11/01,3411,2023/08/30 08:26:00
Cereals and bakery products,Cereals,1971/12/01,3451,2023/08/30 08:26:00
